num,EDAD,P6_1,P6_5,P6_7_4,P6_7_5,P6_9_4,P6_9_5,P7_3,P7_4,P7_5,P7_6_1,P7_6_2,P7_6_3,P7_6_4,P7_6_5,P7_6_6,P7_8_4,P7_8_5,P7_8_6,P7_8_7,P7_15,P7_16_1,P7_16_2,P7_16_3,P7_16_4,P7_16_5,P7_16_6,P7_16_7,P7_16_8,P7_16_9,P7_16_10,P7_17_1,P7_18_1,P7_23,P7_28,DOMINIO,TLOC,ESTRATO,SEXO,ENT
316,63,2,0,0,0,0,0,1,4,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
317,20,1,4,2,2,1,1,1,12,3,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,0,1,U,1,3,1,9
318,68,2,0,0,0,0,0,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
319,55,1,1,2,2,1,1,1,4,3,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,4,1,U,1,3,2,9
320,71,2,0,0,0,0,0,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
321,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
322,68,2,0,0,0,0,0,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
323,15,1,6,2,2,1,1,1,8,1,2,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,0,2,U,1,3,1,9
324,32,2,0,0,0,0,0,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,U,1,3,2,9
325,72,2,0,0,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
326,30,1,12,2,2,1,1,1,12,3,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,1,U,1,2,1,9
327,27,1,2,1,2,2,1,1,5,3,1,2,2,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,4,1,U,1,2,1,9
328,62,2,0,0,0,0,0,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
329,43,1,2,2,2,1,1,1,1,3,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
330,16,2,0,0,0,0,0,1,5,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
331,55,1,8,2,2,1,1,1,6,3,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,4,1,U,1,2,2,9
332,24,1,8,2,2,2,1,1,3,3,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,4,1,U,1,2,1,9
333,12,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
334,69,2,0,0,0,0,0,1,3,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,1,9
335,36,1,1,2,2,1,1,1,2,3,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,1,2,0,2,U,1,2,1,9
336,12,1,3,2,2,1,1,1,5,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,4,2,U,1,3,1,9
337,21,1,8,2,2,1,1,1,8,3,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,U,1,3,1,9
338,40,1,9,2,2,1,1,1,8,3,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,1,2,2,5,1,U,1,3,2,9
339,32,1,4,2,2,1,1,1,4,3,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,4,1,U,1,3,2,9
340,42,1,1,2,2,1,1,1,5,3,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,1,9
341,70,2,0,0,0,0,0,1,3,3,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,2,1,9
342,70,2,0,0,0,0,0,1,2,3,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,2,2,9
343,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
344,45,2,0,0,0,0,0,1,6,3,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,3,1,U,1,2,1,9
345,28,2,0,0,0,0,0,1,4,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,4,1,U,1,2,1,9
346,33,1,4,2,2,1,1,1,5,3,1,1,2,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,4,1,U,1,2,1,9
347,62,2,0,0,0,0,0,1,5,3,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,2,1,9
348,36,1,8,2,2,2,1,1,6,3,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,4,1,U,1,2,1,9
349,57,1,6,2,2,1,1,1,6,3,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
350,65,2,0,0,0,0,0,1,2,3,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,2,1,9
351,93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,4,2,9
352,30,1,8,2,2,1,1,1,5,3,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,1,1,2,4,1,U,1,4,2,9
353,80,1,3,2,2,1,1,1,3,3,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,4,1,9
354,34,1,6,2,2,1,1,1,6,3,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,4,1,U,1,4,2,9
355,98,1,9,2,2,1,1,1,5,3,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,1,2,4,1,U,1,2,1,9
356,36,1,3,2,2,1,1,1,3,3,1,1,2,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,2,1,2,1,2,3,1,U,1,2,1,9
357,50,2,0,0,0,0,0,1,3,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,2,2,9
358,12,2,0,0,0,0,0,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
359,19,1,3,2,2,1,1,1,8,3,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
360,27,1,7,2,2,1,1,1,7,3,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,0,2,U,1,2,1,9
361,61,2,0,0,0,0,0,1,6,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,0,2,U,1,2,2,9
362,48,1,6,2,2,1,1,1,6,3,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,5,2,U,1,3,2,9
363,48,1,6,2,2,1,1,1,8,3,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,4,1,U,1,3,1,9
364,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
365,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
366,34,2,0,0,0,0,0,1,1,3,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,3,1,9
367,46,1,12,2,2,1,1,1,12,3,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,4,1,U,1,3,2,9
368,60,1,2,2,2,1,1,1,2,3,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,4,2,U,1,3,1,9
369,38,1,9,2,2,1,1,1,9,3,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,4,1,U,1,3,1,9
370,65,2,0,0,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
371,15,1,3,2,2,2,1,1,4,3,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,0,2,U,1,2,2,9
372,57,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,2,2,9
373,30,2,0,0,0,0,0,1,2,3,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,0,2,U,1,2,2,9
374,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
375,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
376,57,1,7,2,2,1,1,1,3,3,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,0,2,U,1,2,1,9
377,66,1,5,1,1,1,1,1,6,3,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,5,1,U,1,2,2,9
378,11,1,1,2,2,2,1,2,1,1,2,1,2,1,1,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,1,9
379,6,1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
380,30,2,0,0,0,0,0,1,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,2,2,9
381,64,1,4,2,2,1,1,1,4,3,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,2,4,2,U,1,3,2,9
382,60,1,1,2,2,1,1,3,1,3,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,0,2,U,1,3,2,9
383,21,1,3,2,2,1,1,1,2,3,2,1,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,4,1,U,1,3,1,9
384,58,2,0,0,0,0,0,1,3,3,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,3,1,9
385,18,1,4,1,2,2,1,1,4,1,2,1,2,1,2,2,1,2,2,1,1,1,2,1,2,2,1,1,2,2,1,2,2,0,2,U,1,2,2,9
386,14,1,4,2,2,1,1,1,4,3,2,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,0,2,U,1,2,2,9
387,26,1,12,2,2,1,1,1,12,3,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,0,2,U,1,2,2,9
388,27,1,5,2,2,1,1,1,5,3,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,4,1,U,1,2,1,9
389,30,1,8,2,2,2,1,1,3,3,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,2,2,5,1,U,1,2,2,9
390,39,1,4,2,2,2,1,1,4,3,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,2,4,1,U,1,3,1,9
391,31,2,0,0,0,0,0,1,5,3,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,2,2,0,2,U,1,3,2,9
392,12,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,3,2,9
393,55,2,0,0,0,0,0,1,12,3,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,1,1,2,3,1,U,1,3,1,9
394,55,1,8,2,2,1,1,1,8,3,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,0,1,U,1,3,1,9
395,19,1,1,2,2,2,1,1,8,3,2,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,5,2,U,1,3,2,9
396,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
397,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,1,9
398,89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
399,66,2,0,0,0,0,0,1,3,3,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,3,2,9
400,58,2,0,0,0,0,0,1,4,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,4,1,U,1,3,2,9
401,31,1,8,2,2,1,1,1,6,1,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,4,1,U,1,3,1,9
402,48,2,0,0,0,0,0,1,4,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,4,2,U,1,3,2,9
403,53,1,5,2,2,1,1,1,6,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,0,2,U,1,3,1,9
404,55,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,0,2,U,1,3,1,9
405,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
406,66,2,0,0,0,0,0,2,3,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
407,22,1,3,2,2,1,1,1,3,3,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,0,2,U,1,3,2,9
408,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
409,98,1,2,2,2,2,1,1,3,3,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,2,2,0,2,U,1,3,2,9
410,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,1,9
411,62,1,3,2,2,1,1,1,3,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,1,2,0,2,U,1,3,2,9
412,25,1,8,2,2,1,1,1,8,3,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,4,1,U,1,3,2,9
413,26,2,0,0,0,0,0,1,4,3,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,0,2,U,1,3,1,9
414,64,2,0,0,0,0,0,1,12,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,3,1,9
415,16,2,0,0,0,0,0,1,4,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,5,1,U,1,3,1,9
416,7,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,3,1,9
417,54,1,10,2,2,2,1,1,10,3,1,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,0,1,U,1,3,1,9
418,51,2,0,0,0,0,0,1,10,3,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,4,1,U,1,3,2,9
419,51,1,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
420,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
421,38,2,0,0,0,0,0,1,4,3,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,0,2,U,1,3,2,9
422,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
423,49,2,0,0,0,0,0,1,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,0,2,U,1,2,1,9
424,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
425,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
426,65,2,0,0,0,0,0,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2,2,0,2,U,1,2,1,9
427,33,1,7,2,2,1,1,1,7,3,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,1,2,0,2,U,1,2,1,9
428,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
429,13,2,0,0,0,0,0,1,6,3,2,2,2,1,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,0,2,U,1,2,2,9
430,23,1,3,2,2,1,1,1,8,3,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,1,U,1,2,2,9
431,49,2,0,0,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,U,1,2,1,9
432,18,1,5,2,2,1,1,1,6,3,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
433,50,1,6,2,2,1,1,1,6,3,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
434,49,1,3,2,2,1,1,1,4,3,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1,2,4,1,U,1,2,1,9
435,21,1,2,2,2,1,1,1,10,3,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,4,1,U,1,2,1,9
436,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
437,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
438,89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
439,28,1,9,2,2,1,1,1,12,3,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,4,1,U,1,2,1,9
440,8,2,0,0,0,0,0,1,4,3,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
441,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,1,9
442,57,2,0,0,0,0,0,1,2,3,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,0,1,U,1,3,2,9
443,19,1,2,2,2,2,1,1,4,3,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,1,9
444,43,2,0,0,0,0,0,1,3,3,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,0,2,U,1,3,1,9
445,17,1,2,2,2,1,1,1,5,3,2,1,2,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,4,1,U,1,2,2,9
446,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
447,33,2,0,0,0,0,0,1,3,3,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,0,2,U,1,2,1,9
448,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
449,26,1,2,2,2,2,1,1,4,3,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
450,28,1,1,2,1,1,1,1,6,3,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,4,1,U,1,3,2,9
451,36,1,7,2,2,1,1,1,8,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,3,1,U,1,3,1,9
452,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,1,9
453,22,1,2,2,2,1,1,1,10,3,2,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,1,3,1,U,1,3,2,9
454,43,1,2,2,2,1,1,1,8,3,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,2,1,4,1,U,1,3,1,9
455,14,2,0,0,0,0,0,1,4,2,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,0,2,U,1,3,2,9
456,25,1,2,2,2,1,1,1,3,3,2,1,2,1,1,2,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,5,1,U,1,3,1,9
457,45,1,4,2,2,2,1,1,1,3,1,2,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,0,2,U,1,3,2,9
458,12,2,0,0,0,0,0,1,1,1,2,2,2,1,2,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,1,9
459,40,1,3,2,2,1,1,1,4,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
460,11,1,1,2,2,1,1,1,8,1,2,2,1,1,1,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,1,9
461,27,1,2,2,2,1,1,1,12,3,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,4,1,U,1,2,1,9
462,10,1,5,1,2,1,1,1,5,1,2,2,1,2,2,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,2,U,1,2,2,9
463,45,1,10,2,2,1,1,1,10,1,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,5,1,U,1,3,2,9
464,72,2,0,0,0,0,0,1,3,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
465,20,1,1,2,2,1,1,1,3,3,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,5,2,U,1,3,2,9
466,30,1,5,2,2,2,1,1,3,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,3,1,U,1,3,2,9
467,14,2,0,0,0,0,0,2,2,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,0,1,U,1,3,1,9
468,64,2,0,0,0,0,0,1,2,1,2,2,2,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,3,1,9
469,41,1,3,2,2,1,1,1,10,3,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,0,2,U,1,3,1,9
470,56,2,0,0,0,0,0,1,12,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,4,1,U,1,3,1,9
471,31,1,10,2,2,1,1,1,12,3,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,U,1,3,2,9
472,23,2,0,0,0,0,0,1,5,3,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,4,1,U,1,3,2,9
473,17,2,0,0,0,0,0,1,5,3,2,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,6,2,U,1,3,2,9
474,6,1,3,2,2,1,1,1,3,1,2,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,3,1,9
475,72,2,0,0,0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,3,2,9
476,33,1,2,2,2,1,1,1,10,3,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,4,1,U,1,3,2,9
477,52,1,1,2,2,2,1,1,1,3,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,1,U,1,3,1,9
478,37,1,8,2,2,1,1,1,8,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,4,1,U,1,3,1,9
479,26,2,0,0,0,0,0,1,10,3,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,0,1,U,1,3,2,9
480,51,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,1,9
481,84,2,0,0,0,0,0,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,3,1,9
482,28,1,1,1,2,1,1,1,6,3,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,2,2,0,1,U,1,3,2,9
